accession,gi,species,kingdom,phylum,class,order,family,genus
NC_041192.1,229088,Abudefduf bengalensis,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Abudefduf
NC_009064.1,192871,Abudefduf vaigiensis,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Abudefduf
NC_030590.1,229067,Amphiprion akallopisos,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_016701.1,367269,Amphiprion bicinctus,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_023967.1,80970,Amphiprion clarkii,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_030589.1,1129554,Amphiprion ephippium,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_024840.1,80971,Amphiprion frenatus,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_009065.1,80972,Amphiprion ocellaris,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_023966.1,161767,Amphiprion percula,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_024841.1,80973,Amphiprion perideraion,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_023826.1,96882,Amphiprion polymnus,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_030591.1,229075,Amphiprion sebae,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion
NC_040304.1,1268085,Chrysiptera biocellata,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Chrysiptera
NC_024842.1,80991,Premnas biaculeatus,Animalia,Chordata,Teleostei,Perciformes,Pomacentridae,Premnas
NC_022507.1,75034,Pomatomus saltatrix,Animalia,Chordata,Teleostei,Perciformes,Pomatomidae,Pomatomus
NC_029222.1,270572,Priacanthus macracanthus,Animalia,Chordata,Teleostei,Perciformes,Priacanthidae,Priacanthus
NC_029389.1,443711,Priacanthus tayenus,Animalia,Chordata,Teleostei,Perciformes,Priacanthidae,Priacanthus
NC_031424.1,1188029,Pristigenys niphonia,Animalia,Chordata,Teleostei,Perciformes,Priacanthidae,Pristigenys
NC_009054.1,270574,Labracinus cyclophthalmus,Animalia,Chordata,Teleostei,Perciformes,Pseudochromidae,Labracinus
NC_004414.1,86220,Rhyacichthys aspro,Animalia,Chordata,Teleostei,Perciformes,Rhyacichthyidae,Rhyacichthys
NC_033901.1,188110,Bolbometopon muricatum,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Bolbometopon
NC_035427.1,242801,Calotomus japonicus,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Calotomus
NC_006355.1,126671,Chlorurus sordidus,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Chlorurus
NC_011928.1,242802,Scarus forsteni,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus
NC_011599.1,242806,Scarus ghobban,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus
NC_011343.1,247628,Scarus rubroviolaceus,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus
NC_011936.1,247629,Scarus schlegeli,Animalia,Chordata,Teleostei,Perciformes,Scaridae,Scarus
NC_021968.1,75038,Scatophagus argus,Animalia,Chordata,Teleostei,Perciformes,Scatophagidae,Scatophagus
NC_026919.1,75040,Selenotoca multifasciata,Animalia,Chordata,Teleostei,Perciformes,Scatophagidae,Selenotoca
NC_025937.1,1577494,Argyrosomus amoyensis,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Argyrosomus
NC_017610.1,448029,Argyrosomus japonicus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Argyrosomus
NC_035982.1,1003939,Atrobucca nibe,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Atrobucca
NC_018347.1,912804,Bahaba taipingensis,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Bahaba
NC_016987.1,443774,Chrysochir aureus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Chrysochir
NC_014350.1,240159,Collichthys lucidus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Collichthys
NC_014263.1,240160,Collichthys niveatus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Collichthys
NC_017606.1,435234,Dendrophysa russelii,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Dendrophysa
NC_022464.1,240165,Johnius belangerii,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Johnius
NC_041308.1,499536,Johnius borneensis,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Johnius
NC_035981.1,1642187,Johnius carouna,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Johnius
NC_021130.1,1302737,Johnius grypotus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Johnius
NC_011710.1,215358,Larimichthys crocea,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Larimichthys
NC_013754.1,334908,Larimichthys polyactis,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Larimichthys
NC_014351.1,240162,Miichthys miiuy,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Miichthys
NC_015205.1,240163,Nibea albiflora,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Nibea
NC_025307.1,396775,Nibea coibor,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Nibea
NC_034350.1,215360,Nibea mitsukurii,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Nibea
NC_033909.1,334907,Otolithes ruber,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Otolithes
NC_015202.1,118565,Pennahia argentata,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pennahia
NC_031409.1,1043172,Pennahia macrocephalus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pennahia
NC_035942.1,1334976,Pennahia pawak,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Pennahia
NC_024573.1,335060,Protonibea diacanthus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Protonibea
NC_016867.1,76340,Sciaenops ocellatus,Animalia,Chordata,Teleostei,Perciformes,Sciaenidae,Sciaenops
NC_005313.1,217026,Auxis rochei,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Auxis
NC_005318.1,13353,Auxis thazard,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Auxis
NC_025934.1,8227,Euthynnus affinis,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Euthynnus
NC_004530.1,8228,Euthynnus alletteratus,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Euthynnus
NC_020671.1,13537,Gasterochisma melampus,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Gasterochisma
NC_022496.1,372805,Gymnosarda unicolor,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Gymnosarda
NC_005316.1,8226,Katsuwonus pelamis,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Katsuwonus
NC_013485.1,334878,Rastrelliger brachysoma,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Rastrelliger
NC_019624.1,70446,Rastrelliger kanagurta,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Rastrelliger
NC_013725.1,29150,Scomber australasicus,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber
NC_013724.1,338315,Scomber colias,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber
NC_013723.1,13676,Scomber japonicus,Animalia,Chordata,Teleostei,Perciformes,Scombridae,Scomber
